"area_fips","industry_code","own_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg","NAICS.4","NAICS.Industry","area_title","state","city","state_name","city_state"
"C1974","325412",5,48,0,2015,3,"",23,810,809,809,14719047,829460,19876,1399,"",1.04,0.4,0.4,0.4,0.23,0.4,0.48,0.56,"",-3,-11.5,-29,-3.5,-26,-3.1,-18,-2.2,-208164,-1.4,213479,34.7,3817,23.8,22,1.6,3254,"Pharmaceutical Preparation Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336411",5,48,0,2012,2,"N",2,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,"Aircraft Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336350",5,48,0,2012,2,"",8,90,91,91,810664,239754,7082,688,"",1.5,0.15,0.16,0.15,0.08,0.23,0.13,0.49,"",0,0,5,5.9,9,11,6,7.1,-23622,-2.8,56768,31,749,11.8,-76,-9.9,3363,"Motor Vehicle Transmission and Power Train Parts Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541330",5,48,0,2013,4,"N",1500,0,0,0,0,0,0,0,"N",2.28,0,0,0,0,0,0,0,"N",-11,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5413,"Engineering Services","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334418",5,48,0,2014,3,"",20,304,306,308,4829583,316827,9882,1214,"",1.88,0.58,0.59,0.6,0.63,0.46,0.54,1.06,"",1,5.3,-21,-6.5,-9,-2.9,-4,-1.3,290223,6.4,-3704,-1.2,-1489,-13.1,114,10.4,3344,"Printed Circuit Assembly (Electronic Assembly) Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334419",5,48,0,2012,1,"",8,111,115,123,1511714,1030343,39243,1000,"",0.58,0.18,0.18,0.2,0.12,0.16,0.13,0.66,"",0,0,26,30.6,25,27.8,31,33.7,177708,13.3,398343,63,14452,58.3,-153,-13.3,3344,"Other Electronic Component Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336211",5,48,0,2013,4,"N",3,0,0,0,0,0,0,0,"N",0.4,0,0,0,0,0,0,0,"N",-1,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Motor Vehicle Body Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","333314",5,48,0,2015,4,"N",3,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",-1,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,"Optical Instrument and Lens Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334310",5,48,0,2014,2,"",11,35,35,37,383085,113155,4196,826,"",1.69,0.18,0.19,0.19,0.07,0.28,0.38,0.37,"",2,22.2,9,34.6,10,40,12,48,164346,75.1,36409,47.4,877,26.4,162,24.4,3343,"Audio and Video Equipment Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334412",5,48,0,2015,4,"",5,587,591,592,7129380,464476,7676,930,"",0.79,2,2.02,2.02,1.17,1.74,1.25,0.58,"",-2,-28.6,-6,-1,-13,-2.2,-18,-3,89815,1.3,-33104,-6.7,-4150,-35.1,31,3.4,3344,"Bare Printed Circuit Board Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","511210",5,48,0,2016,1,"N",301,0,0,0,0,0,0,0,"N",1.54,0,0,0,0,0,0,0,"N",54,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112," Software Publishers","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334310",5,48,0,2015,2,"",11,35,35,36,384442,114346,4606,837,"",1.55,0.18,0.18,0.18,0.07,0.26,0.43,0.39,"",0,0,0,0,0,0,-1,-2.7,1357,0.4,1191,1.1,410,9.8,11,1.3,3343,"Audio and Video Equipment Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325211",5,48,0,2013,2,"N",1,0,0,0,0,0,0,0,"N",0.1,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3252,"Plastics Material and Resin Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334513",5,48,0,2016,3,"",17,292,287,275,5067916,223859,3000,1369,"",0.88,0.47,0.47,0.46,0.34,0.27,0.24,0.72,"",0,0,5,1.7,1,0.3,-8,-2.8,73867,1.5,17018,8.2,-190,-6,23,1.7,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336212",5,48,0,2014,4,"N",5,0,0,0,0,0,0,0,"N",1.04,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Truck Trailer Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336412",5,48,0,2016,2,"N",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",-1,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,"Aircraft Engine and Engine Parts Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336412",5,48,0,2016,3,"N",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",-1,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,"Aircraft Engine and Engine Parts Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541512",5,48,0,2012,2,"",2400,12901,13019,13071,313430021,20363303,835393,1855,"",2.6,1.85,1.85,1.84,1.67,1.36,1.67,0.91,"N",125,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5415,"Computer Systems Design Services","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334517",5,48,0,2016,3,"N",2,0,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Irradiation Apparatus Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334512",5,48,0,2014,2,"N",3,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325411",5,48,0,2016,1,"",29,212,208,205,1802239,1580039,43105,665,"",4.97,0.81,0.79,0.77,0.17,0.41,0.48,0.22,"",12,70.6,119,128,105,101.9,95,86.4,904047,100.7,802626,103.2,20541,91,-12,-1.8,3254,"Medicinal and Botanical Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334517",5,48,0,2014,4,"N",2,0,0,0,0,0,0,0,"N",0.77,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Irradiation Apparatus Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334510",5,48,0,2014,3,"",12,227,229,230,3757999,217939,4257,1264,"",1.09,0.42,0.42,0.43,0.25,0.23,0.25,0.59,"",0,0,-14,-5.8,-13,-5.4,-1,-0.4,-207878,-5.2,69217,46.5,141,3.4,-18,-1.4,3345,"Electromedical and Electrotherapeutic Apparatus Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541370",5,48,0,2016,2,"N",99,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",-3,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5413,"Surveying and Mapping (except Geophysical) Services","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334220",5,48,0,2014,4,"",7,51,49,49,916422,69903,1171,1419,"",0.6,0.1,0.1,0.1,0.06,0.24,0.13,0.58,"",1,16.7,-3,-5.6,-7,-12.5,-7,-12.5,-41712,-4.4,-2453,-3.4,-1752,-59.9,87,6.5,3342,"Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541720",5,48,0,2013,1,"",39,544,540,540,9550147,4406998,152552,1357,"",1.01,0.99,0.97,0.96,0.87,1.12,1.47,0.89,"",3,8.3,-10,-1.8,-17,-3.1,-10,-1.8,65986,0.7,-27088,-0.6,-42945,-22,39,3,5417,"Research and Development in the Social Sciences and Humanities","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334513",5,48,0,2014,2,"",13,222,224,224,3332428,290848,5187,1148,"",0.76,0.37,0.37,0.36,0.27,0.2,0.17,0.72,"",0,0,20,9.9,22,10.9,21,10.3,256622,8.3,33200,12.9,1660,47.1,-21,-1.8,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325411",5,48,0,2015,1,"",17,93,103,110,898192,777413,22564,677,"",3.22,0.38,0.42,0.45,0.1,0.21,0.25,0.23,"",11,183.3,83,830,92,836.4,100,1000,819047,1034.9,719065,1232.4,21220,1578.9,88,14.9,3254,"Medicinal and Botanical Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334512",5,48,0,2012,2,"N",3,0,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","511210",5,48,0,2014,3,"N",217,0,0,0,0,0,0,0,"N",1.48,0,0,0,0,0,0,0,"N",15,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,"Software Publishers","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336350",5,48,0,2015,2,"N",8,0,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,"Motor Vehicle Transmission and Power Train Parts Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334417",5,48,0,2014,4,"N",2,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,"Electronic Connector Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325414",5,48,0,2016,4,"",5,120,121,119,2543294,14042,180,1630,"",1.18,0.38,0.38,0.38,0.31,0.06,0.05,0.81,"",-1,-16.7,-3,-2.4,-2,-1.6,-5,-4,314718,14.1,-43225,-75.5,-862,-82.7,240,17.3,3254,"Biological Product (except Diagnostic) Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336340",5,48,0,2015,4,"N",3,0,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,"Motor Vehicle Brake System Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334290",5,48,0,2016,1,"N",1,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,"Other Communications Equipment Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334210",5,48,0,2014,3,"N",3,0,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,"Telephone Apparatus Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541310",5,48,0,2015,3,"",350,2539,2550,2540,45907471,2898551,118565,1389,"",1.52,1.42,1.43,1.46,1.25,1.11,1.96,0.87,"",6,1.7,280,12.4,272,11.9,267,11.7,5950575,14.9,540084,22.9,-15612,-11.6,35,2.6,5413,"Architectural Services","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325120",5,48,0,2013,1,"",5,117,119,118,1554073,1266336,35080,1013,"",0.67,0.68,0.69,0.68,0.3,0.59,0.61,0.44,"",0,0,4,3.5,2,1.7,2,1.7,-29957,-1.9,29195,2.4,-10798,-23.5,-43,-4.1,3251,"Industrial Gas Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334514",5,48,0,2015,1,"N",1,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Totalizing Fluid Meter and Counting Device Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334413",5,48,0,2015,2,"",9,184,194,192,2743376,428338,11090,1111,"",0.56,0.1,0.11,0.11,0.04,0.1,0.14,0.39,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,"Semiconductor and Related Device Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325199",5,48,0,2014,3,"N",2,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251,"All Other Basic Organic Chemical Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541720",5,48,0,2016,2,"",47,479,480,474,9276578,679024,14329,1494,"",1.11,0.8,0.8,0.78,0.77,0.81,0.77,0.97,"",5,11.9,-13,-2.6,-7,-1.4,-11,-2.3,-50229,-0.5,36533,5.7,-2678,-15.7,24,1.6,5417,"Research and Development in the Social Sciences and Humanities","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334210",5,48,0,2012,4,"N",3,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,"Telephone Apparatus Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336350",5,48,0,2013,4,"",8,91,95,95,904309,90064,1457,743,"",1.47,0.13,0.14,0.14,0.07,0.18,0.07,0.52,"",0,0,4,4.6,5,5.6,3,3.3,37813,4.4,24923,38.3,-407,-21.8,0,0,3363,"Motor Vehicle Transmission and Power Train Parts Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334512",5,48,0,2016,1,"",3,39,40,40,514607,368811,6901,998,"",0.64,0.22,0.22,0.22,0.12,0.15,0.14,0.55,"N",1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334418",5,48,0,2012,4,"",17,318,327,329,4771468,227694,8269,1131,"",1.62,0.65,0.67,0.67,0.61,0.51,0.45,0.91,"",-2,-10.5,4,1.3,14,4.5,17,5.4,812252,20.5,76167,50.3,1866,29.1,158,16.2,3344,"Printed Circuit Assembly (Electronic Assembly) Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325412",5,48,0,2013,1,"",24,834,833,822,20346650,8830853,198689,1886,"",1.33,0.43,0.43,0.42,0.24,0.33,0.26,0.55,"",8,50,65,8.5,58,7.5,40,5.1,2819100,16.1,715417,8.8,-49669,-20,147,8.5,3254,"Pharmaceutical Preparation Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336212",5,48,0,2015,4,"N",5,0,0,0,0,0,0,0,"N",0.98,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Truck Trailer Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","511210",5,48,0,2016,1,"N",301,0,0,0,0,0,0,0,"N",1.54,0,0,0,0,0,0,0,"N",54,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,"Software Publishers","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541512",5,48,0,2016,4,"",2832,17348,17377,17299,476822656,23231950,592636,2115,"",2.28,1.82,1.82,1.83,1.63,1.75,1.94,0.9,"",97,3.5,1163,7.2,1201,7.4,1212,7.5,24603591,5.4,174458,0.8,-72064,-10.8,-39,-1.8,5415,"Computer Systems Design Services","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541370",5,48,0,2015,2,"",102,649,633,631,11450443,1377643,57206,1381,"",1.3,1.46,1.4,1.37,1.67,1.03,1.54,1.19,"",2,2,-301,-31.7,-319,-33.5,-322,-33.8,-8005674,-41.1,-618538,-31,-53560,-48.4,-192,-12.2,5413,"Surveying and Mapping (except Geophysical) Services","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541330",5,48,0,2014,2,"",1509,22237,22431,22657,560505116,27129198,791647,1921,"",2.25,2.56,2.55,2.53,2.61,1.37,1.38,1.02,"",8,0.5,235,1.1,268,1.2,280,1.3,20390496,3.8,2395598,9.7,-62154,-7.3,48,2.6,5413,"Engineering Services","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","511210",5,48,0,2015,2,"N",257,0,0,0,0,0,0,0,"N",1.51,0,0,0,0,0,0,0,"N",45,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112," Software Publishers","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334111",5,48,0,2014,2,"",9,73,77,77,1155238,158075,3375,1174,"",1.39,0.08,0.08,0.08,0.03,0.17,0.13,0.32,"",2,28.6,4,5.8,8,11.6,12,18.5,131617,12.9,9883,6.7,-914,-21.3,10,0.9,3341,"Electronic Computer Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325120",5,48,0,2013,3,"",5,120,118,114,1423890,76113,1291,933,"",0.67,0.66,0.65,0.64,0.3,0.5,0.35,0.47,"",0,0,-7,-5.5,-7,-5.6,-8,-6.6,-210017,-12.9,-42507,-35.8,-2407,-65.1,-75,-7.4,3251,"Industrial Gas Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325412",5,48,0,2013,2,"",23,826,809,815,15951803,703712,19019,1503,"",1.26,0.42,0.41,0.41,0.28,0.21,0.24,0.68,"",6,35.3,12,1.5,-17,-2.1,-30,-3.6,392705,2.5,-348967,-33.2,-14730,-43.6,58,4,3254,"Pharmaceutical Preparation Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336412",5,48,0,2015,2,"N",2,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,"Aircraft Engine and Engine Parts Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325412",5,48,0,2014,3,"",26,839,835,827,14927211,615981,16059,1377,"",1.3,0.41,0.41,0.41,0.25,0.32,0.37,0.62,"",3,13,18,2.2,18,2.2,21,2.6,392681,2.7,168680,37.7,3531,28.2,5,0.4,3254,"Pharmaceutical Preparation Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325411",5,48,0,2014,3,"N",10,0,0,0,0,0,0,0,"N",2.09,0,0,0,0,0,0,0,"N",8,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,"Medicinal and Botanical Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334513",5,48,0,2014,1,"",13,213,217,219,3590834,2268651,40787,1277,"",0.77,0.36,0.36,0.37,0.27,0.3,0.21,0.75,"",0,0,15,7.6,31,16.7,24,12.3,512353,16.6,278824,14,8103,24.8,50,4.1,3345,"Variables  Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325412",5,48,0,2016,4,"",20,823,831,863,15121904,772172,22719,1386,"",0.83,0.41,0.41,0.43,0.25,0.45,0.71,0.59,"",-2,-9.1,24,3,24,3,32,3.9,-1594468,-9.5,-24168,-3,2743,13.7,-197,-12.4,3254,"Pharmaceutical Preparation Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336214",5,48,0,2015,1,"N",5,0,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Travel Trailer and Camper Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325413",5,48,0,2016,1,"",4,64,63,64,1368745,693348,12413,1654,"",1.22,0.26,0.26,0.26,0.18,0.22,0.19,0.71,"",0,0,-8,-11.1,-8,-11.3,-7,-9.9,-450531,-24.8,-83480,-10.7,-8834,-41.6,-308,-15.7,3254,"In-Vitro Diagnostic Substance Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","211111",5,48,0,2015,1,"N",352,0,0,0,0,0,0,0,"N",3.8,0,0,0,0,0,0,0,"N",8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,"Crude Petroleum and Natural Gas Extraction","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325211",5,48,0,2015,2,"N",3,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3252,"Plastics Material and Resin Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334514",5,48,0,2015,3,"N",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Totalizing Fluid Meter and Counting Device Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334418",5,48,0,2015,4,"",20,318,323,317,6893150,235763,10488,1660,"",1.81,0.59,0.6,0.59,0.73,0.38,0.79,1.24,"",1,5.3,20,6.7,20,6.6,6,1.9,1540610,28.8,-229,-0.1,1924,22.5,306,22.6,3344,"Printed Circuit Assembly (Electronic Assembly) Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336211",5,48,0,2012,2,"N",3,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",-1,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Motor Vehicle Body Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334111",5,48,0,2015,2,"N",11,0,0,0,0,0,0,0,"N",1.59,0,0,0,0,0,0,0,"N",2,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341,"Electronic Computer Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325411",5,48,0,2014,4,"N",11,0,0,0,0,0,0,0,"N",2.24,0,0,0,0,0,0,0,"N",7,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,"Medicinal and Botanical Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","541310",5,48,0,2016,2,"",360,2787,2810,2881,52703345,4424159,149597,1435,"",1.53,1.57,1.57,1.57,1.35,0.91,1.69,0.86,"",13,3.7,343,14,363,14.8,355,14.1,6982664,15.3,529487,13.6,-11410,-7.1,12,0.8,5413,"Architectural Services","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","334511",5,48,0,2016,2,"",7,1112,1114,1144,39054092,682512,8954,2674,"",0.7,0.93,0.93,0.94,1.12,0.28,0.27,1.19,"",0,0,150,15.6,128,13,135,13.4,4722295,13.8,26529,4,623,7.5,-5,-0.2,3345,"Search, Detection, Navigation, Guidance, Aeronautical, and  Nautical System and Instrument Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336413",5,48,0,2014,2,"",7,309,309,309,6637870,224414,4208,1652,"",0.5,0.3,0.3,0.3,0.34,0.08,0.08,1.14,"",0,0,-4,-1.3,-11,-3.4,-26,-7.8,-537564,-7.5,-71906,-24.3,-772,-15.5,-59,-3.4,3364,"Other Aircraft Part and Auxiliary Equipment Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","325414",5,48,0,2016,3,"",6,125,125,121,2018823,42992,403,1256,"",1.42,0.39,0.39,0.38,0.23,0.12,0.07,0.59,"",0,0,-6,-4.6,-4,-3.1,-7,-5.5,102386,5.3,-6711,-13.5,-561,-58.2,116,10.2,3254,"Biological Product (except Diagnostic) Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
"C1974","336214",5,48,0,2016,2,"N",6,0,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,0,"N",1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Travel Trailer and Camper Manufacturing","Denver-Aurora-Lakewood, CO MSA","CO","Denver","Colorado","Denver CO"
